MCTs01	MCTs03	MCTs04	MCTs05	MCTs06	MCTs07	MCTs08	MCTs09	MCTs10	MCTs11	MCTs12	MCTs13	MCTs14	MCTs15	MCTs16	MCTs18	MCTs19	MCTs20	MCTs21	MCTs22	MCTs23	MCTs24	MCTs25	MCTs26	MCTs27	MCTs28	MCTs29	MCTs31	MCTs32	MCTs33	MCTs34	MCTs35	MCTs36	MCTs37
M00175	99.1866666666667	333	425.373333333333	47.8	649.457142857143	209.4	107.8	219.175	220.771428571429	168.2375	182.575	638.22	281.5375	105.181818181818	213.542857142857	9.84705882352941	94.8533333333333	423.933333333333	44.7066666666667	137.4	154.529411764706	62.0125	152	298.211764705882	1482.52857142857	410.766666666667	501.766666666667	160.371428571429	705.957142857143	38.3294117647059	141.9	102.25	80.7529411764706	6.37142857142857
M00176	7371.86	17877.9833333333	5338.98	966.653846153846	4884.52857142857	11728.3375	1541.93125	966.45	8512.34285714286	7437.13125	365.1125	6073.53	10122.80625	23908.7272727273	7266.12857142857	663.476470588235	10187.4666666667	5919.01666666667	3783.22	17954.0266666667	5099.52941176471	2802.775	5395.65333333333	5689.93529411765	9877.20714285714	7241.39166666667	8007.6	314.521428571429	14583.7214285714	8990.6	18817.3666666667	2470.34166666667	5851.98823529412	121.464285714286
M00307	12142.02	31193.7416666667	10582.5666666667	2374.75384615385	13977.1428571429	23237.98125	5244.11875	7083.775	27994.2428571429	16980.14375	9018.18125	17319.2	20442.71875	33166.0636363636	14423.9428571429	2371.88235294118	6301.48	41382.45	9980.09333333333	44953.4	10017.9352941176	7536.19375	10918.8733333333	14069.2235294118	24071.8642857143	36033.4833333333	31162.5333333333	4078.79285714286	29508.5142857143	19280.5470588235	60724.7083333333	9530.6	9145.64705882353	604.778571428571
M00308	5293.29153553333	5526.11387416667	6632.75887193333	1406.15454923077	9555.05239657143	10213.33844	3313.751656875	5591.4611290625	17542.675438	9274.754637375	7877.3789386875	10776.4053882	7119.83689325	11693.8846348182	3434.23981235714	1327.53007552941	1831.6009158	24570.1233961667	7281.55919633333	18975.6983767333	2627.84445117647	4943.752471875	4953.82469913333	8848.90638523529	12786.2921074286	21752.4553206667	16199.6747665	3515.0017575	12464.1014701429	7214.19968552941	17128.1196751667	5867.61404491667	3031.49171182353	124.523871785714
M00338	2.3555556	0.305555416666667	34.9111076666667	5.02564276923077	5.57142528571429	2.54166775	6.812498	12.1666624375	0.714285714285714	0.4999999375	0.416666625	3.4333349	89.604125125	3.75757536363636	54.047585	4.66666482352941	0.0222222	12.3333241666667	0.733333466666667	0.600000133333333	3.56862576470588	1.0208329375	3.82221873333333	4.68627	2.40476207142857	4.36110725	48.9999875	1.45238021428571	0.857143	0.745097470588235	1.05555558333333	9.75000441666667	38.9608026470588	0.238095
M00344	10884.3826368667	25141.7347930833	7332.98144426667	8147.28396161539	12254.2425932857	17012.17517275	5562.9185851875	4177.2937553125	24718.4385954286	14290.274925375	5314.83599075	13239.2066196	15105.0075525	29218.5600638182	10064.4336036429	1731.68714035294	9913.42717893333	30265.8744923333	7363.24812606667	34751.5284868667	7774.43525976471	6723.83669525	10471.0933796	11234.2801269412	15022.9598924286	30239.7373420833	20083.0100415	3642.4775175	20031.4385871429	18409.8103122941	41557.52077875	7181.91763583333	10429.435501	1925.09620064286
M00345	14469.5802590667	40927.1889869167	10839.2958045333	11070.7372132308	20878.3089864286	28353.7829891875	6765.08506725	6188.030839375	45460.3586657857	20027.93813225	9005.6338515	31153.236159	25243.9292794375	44476.9642354545	16336.2689504286	3162.80487364706	11565.1266710667	98425.4384296667	12167.0998671333	62993.5940144	15583.6250172353	10854.893111	13491.129366	16079.5520858824	23969.3027694286	44876.4762991667	57140.8144351667	3848.20023342857	40940.2060729286	20476.3324648235	62146.47356775	13111.2621943333	17248.4798767059	2062.32446828571
M00346	32029.0133333333	96075.5916666667	16265.4733333333	7610.66153846154	28368.3142857143	55094.6125	10992.03125	10404.3625	65619.7928571428	34685.03125	12486.2625	39436.8	62277.94375	97173.8727272727	35895.6714285714	4687.14705882353	13034.7666666667	103702.316666667	16828.7533333333	105539.88	15082.0352941176	17782.1125	26179.9933333333	29611.2647058824	35321.2928571429	77849.2166666667	48871.6833333333	5037.54285714286	73220.5571428571	48081.8705882353	136881.725	7959.38333333333	26467.1588235294	1553.50714285714
M00347	5086.24022613333	22049.1504815833	3005.37330146667	651.218982846154	4931.57096671429	11519.3508680625	1783.0383759375	1522.2787106875	13121.3652675714	6829.1751651875	1854.595438875	7597.5423378	10933.2291323125	19365.8489450909	7038.82375735714	862.871201176471	3191.69632506667	25727.3677589167	3482.04079006667	20205.0640402	2820.94979752941	4495.325774125	5075.37120053333	5563.43548964706	6139.81639471429	15475.4063245833	9873.03512366667	532.776774428571	12661.6661980714	8955.63966582353	27395.2225936667	1081.93342033333	4582.63163552941	98.6428262142857
M00350	0	0.05	0	0.0153846153846154	0	0	0	0	0	0	0	0	0	0	0.0142857142857143	0	0	0	0.133333333333333	0	0	0	0	0	0	0.0166666666666667	0	0	0.0142857142857143	0	0	0	0.0235294117647059	0
M00356	8408.6141762	34669.6076860833	5037.51540993333	1065.15302238462	8559.07662557143	22331.956119125	3417.7960750625	2644.8801599375	25843.2639397857	13648.474918625	3176.5593234375	15946.0882027	20131.9650619375	41656.3359815455	16571.0206363571	1770.67190664706	4858.1729196	76555.9354954167	6354.04845653333	35432.2682714	6086.24670711765	6764.9824226875	10866.5091568667	10252.7103334706	10812.070047	27856.2692645833	31830.3743491667	974.047154571429	24024.3807375	16070.0916230588	50858.0923206667	1722.61906691667	7917.07106735294	178.047441
M00357	15700.2053333333	43039.0933333333	9975.32266666667	6936.13846153846	17130.5371428571	29711.1775	6438.6625	5793.5225	42240.6771428571	19985.4325	8020.6075	29235.412	25861.7675	48905.9745454545	18743.6257142857	2810.62823529412	12451.9306666667	79930.0733333333	11709.0746666667	57865.016	8568.04941176471	12083.975	14389.328	16990.16	17847.2314285714	47574.85	47796.78	3683.60571428571	33911.0657142857	25120.1317647059	73044.8666666667	5258.72	14383.5270588235	1434.16285714286
M00358	0.4	0.6	0.173333333333333	1.58461538461538	5.48571428571429	2.3	0.025	1.3375	1.81428571428571	0.4875	0.1625	1.54	3.2	1.47272727272727	0.871428571428571	0.164705882352941	0.186666666666667	109.316666666667	0.533333333333333	1.01333333333333	1.62352941176471	0.7125	0.306666666666667	0.282352941176471	2.31428571428571	3.63333333333333	118.2	0.242857142857143	2.67142857142857	0.623529411764706	0.716666666666667	0.133333333333333	13.5411764705882	0
M00364	11126.6666666667	5047.02083333333	5263.66666666667	7639.96153846154	16493.6785714286	8171.765625	3516.046875	2848.421875	22935.5535714286	5510.109375	4352.125	13282.375	7739.921875	16951.5909090909	8797.01785714286	1618.72058823529	4560.16666666667	31917.8333333333	4745.4	19844.2833333333	3150.94117647059	6426	5927.88333333333	14628.8382352941	7939.05357142857	26939.8333333333	26045.25	2608.41071428571	8929.625	8900.77941176471	20562.875	10467.7916666667	6440.26470588235	1876.32142857143
M00365	4956.86666666667	270.666666666667	484.933333333333	163.692307692308	7023.28571428571	104.6875	96.625	211.5	293.035714285714	155.03125	133.3125	156	221	2343.81818181818	7632.28571428571	289.529411764706	159	644.333333333333	86.1333333333333	123.733333333333	463.617647058824	1396.34375	184.733333333333	7406.64705882353	116.285714285714	2654.33333333333	10572.8333333333	148.392857142857	483.785714285714	339.352941176471	541.166666666667	9256.25	183.705882352941	79.2142857142857
M00366	4165.73333333333	2917.29166666667	2723.83333333333	4354.76923076923	5252.5	4641.78125	2082.09375	1586.0625	12879.0178571429	3518.96875	2696.71875	6948.8	4170.46875	8155.90909090909	1721.89285714286	814.764705882353	2803.9	17915.0833333333	2794.58333333333	12806.4833333333	1732.02941176471	3354.015625	3655.26666666667	4653.47058823529	4381.78571428571	13617.2916666667	10626.75	1555.33928571429	5499.75	5739.30882352941	12112.9166666667	1193.5	3506.17647058824	1138.26785714286
M00367	109.5332238	16.63887225	57.7999422	14.564088	20.666646	3.6458296875	14.541652125	3.999996	2.7380925	1.8333315	2.541664125	3.9333294	7.958325375	6.66666	17.0237925	33.9803581764706	5.6222166	83.69436075	2.9333304	3.9111072	2.11764494117647	1.9374980625	31.999968	2.58823270588235	14.6428425	3.19444125	952.7212695	6.4523745	15.9285555	3.01960482352941	2.777775	26.80552875	28.0195798235294	1.7380935
M00368	2895.0415494	11024.8223085	2146.4200758	2954.407302	3354.044265	5148.4323515625	1998.6438346875	1406.456926875	3053.80647	3598.121401875	1293.1445401875	2392.3642743	4991.4950085	9086.081823	4486.9240845	390.666276	3327.5744502	2855.46936675	1481.3096298	7739.7478158	2626.36992264706	828.874171125	3074.2413702	2354.38980247059	4577.5906605	6932.770845	6576.104535	1456.2128295	6597.517212	4648.46593976471	14122.56921075	2082.775695	3932.27057752941	929.8324035
M00372	0	0	0	0	0.306122142857143	0.0267856875	0	0	0	0	0.0089285625	0	0.589285125	0	0	0.0168067058823529	0	0.428571	0	0	0.0504201176470588	0	0	0	0.0102040714285714	0.03571425	0.047619	0.0102040714285714	0.0918366428571429	0.00840335294117647	0.0238095	0.047619	0.00840335294117647	0
M00373	14101.7278716667	53356.6901995833	10561.6143484667	8091.05779615385	19155.4661905714	31644.3192550625	6588.43571925	6997.1242501875	45253.4583117857	18821.211948	6779.62783575	28442.006108	34920.1537145625	54196.154634	18482.7235451429	2195.23343629412	11926.8010736667	56392.5953211667	9935.23278	53641.4216022	13656.7764829412	8320.9868713125	14983.9085208667	15288.1702321765	29104.2332852857	46430.4805551667	32310.4442641667	4699.57830728571	41490.1306548571	26872.8968033529	78891.88971125	8332.16298491667	20812.9128966471	1946.492559
M00374	61931.212403	154941.694565583	50795.6975018	38746.8228133846	73222.3369885714	109772.219791187	30940.6049029375	31208.4375648125	135526.346130214	75801.09464775	34666.869935875	84488.2502294	94595.3201544375	185125.630598545	69453.005704	10391.2101276471	51240.5111188667	173356.211695083	43290.6734382667	193040.401414	42322.9247307647	35447.0085045625	54035.0515658667	64520.1923641765	96621.0018917857	180502.29704925	132078.345258667	22233.6043991429	132394.855703	91474.0090670588	259032.68763025	36014.0976340833	60391.4358465294	8457.41600771429
M00375	13577.956119	41064.84024825	12122.6727258	10085.362875	19670.807169	25952.3054870625	7371.6005829375	7004.9986768125	37037.8352565	16414.578282375	7133.8962751875	22098.1525945	27271.4121225	46967.1541347273	16138.806372	2326.19553476471	15867.034638	44550.571611	9879.1598178	42840.2864526	12239.6330366471	7600.325733	13733.0610144	14065.4208721765	31589.700012	40558.68923925	36442.115073	5437.5854715	34242.8640255	22738.4442847059	60268.0558935	9171.293859	17552.2663407647	2546.3935575
M00376	34451.655	98311.15	25609.16	15702.6615384615	39488.5642857143	69675.40625	14747.334375	15756.696875	102600.164285714	43130.796875	17686.1640625	57797.5675	67132.640625	115675.911363636	40316.1642857143	6157.08235294118	26254.0166666667	138313.34375	25120.0433333333	126679.258333333	26838.7926470588	22653.040625	31671.49	37044.1470588235	58619.825	108821.01875	71955.3541666667	9009.13392857143	85261.8553571428	57023.9764705882	166526.227083333	16933.5229166667	36597.8029411765	3662.6375
M00377	36476.88	83225.1333333333	25729.4333333333	31391.7153846154	44355.4857142857	56633.2875	18555.71875	16105.79375	81043.9571428572	40626.6625	21179.225	48143.42	49457.60625	99799.5272727273	37833.5214285714	5625.48823529412	35346.1466666667	113028.208333333	26259.4333333333	104094.353333333	21603.1647058824	19220.2375	33304.1266666667	35154.9058823529	41129.3714285714	110551.158333333	101904.116666667	14664.65	69657.3571428571	50761.3117647059	141500.325	19112.85	37871.8764705882	6879.02142857143
M00378	0.0222222666666667	0.180555416666667	0.0666668	0.897436769230769	0	0	0.0104166875	0.09375	0.0119047857142857	0.1145835625	0.0520834375	0.0166667	0.0937501875	0.0757577272727273	0.107143071428571	0.0490197058823529	0	0	0.155555533333333	0.422222266666667	0.0980394117647059	0.218750125	0.0444445333333333	0.0196078823529412	0	0.0555555	0.222222666666667	0.0357143571428571	0.0119047857142857	0.0686275882352941	0.138889166666667	0.180555916666667	0.0294118235294118	0.0119047857142857
M00418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0392156470588235	0.0555555	0	0	0
M00432	49567.7333333333	141487	33771.8	37304	56153.7142857143	85742.125	27929.4375	22195.6875	99947.9285714286	60376.375	27540.75	62602.2	77383.75	140730.454545455	58940.2142857143	8444.76470588235	37188.0666666667	134626	32597.2666666667	161028.333333333	33665.1176470588	27901.8125	50543.6666666667	50508.6470588235	65929.7142857143	148880.25	108180	18871.9285714286	103591.142857143	79008.1764705882	222425	25953.25	52577.3529411765	11061.3571428571
M00433	0.226666666666667	0.2	0.573333333333333	0.430769230769231	0.8	0.6	0.0625	0.625	0.7	0.0625	0.0375	1.36	0.5375	0.454545454545455	0.428571428571429	0.0588235294117647	0.08	1.86666666666667	0.173333333333333	0.306666666666667	1.16470588235294	0.075	0.186666666666667	0.105882352941176	0.114285714285714	1.35	1.26666666666667	0.114285714285714	0.914285714285714	0.0941176470588235	0.483333333333333	0.883333333333333	0.564705882352941	0.0428571428571429
M00525	64784.3512357333	127104.961506833	43198.7105348	50814.2239039231	83979.9757104286	100016.429388875	27740.8286634375	29987.4938475625	123545.0541725	71411.7711245	35149.8903446875	77724.7864087	88946.8173915	167012.357419182	62637.0209735	8118.61135958824	56158.1166160667	152804.21763975	43278.1801252	164451.868601	33839.4288515882	33432.1553000625	62489.4242524667	68748.0060908824	60222.7334501429	184238.136488083	159898.454266333	26851.1074619286	114706.011514786	86019.2629867647	203158.023896417	42340.5739183333	64347.4753792941	10943.1597981429
M00526	60956.6075655333	130154.388224083	47076.2433522667	51554.3301926923	74799.1465857143	96227.7448769375	31922.1145278125	28658.9242889375	121401.438158357	67833.458937125	33502.8392840625	82254.5214464	79845.7461778125	155252.023017364	52191.2524775	9517.14097923529	53146.2010526	164537.769233	44976.3852984667	162781.912592467	35080.3995471765	38281.4622596875	63019.6180056	64123.1528847647	74675.8086441429	180444.70978775	134862.860531667	25404.6418672143	110283.198176143	83649.0202692941	193207.343392083	33904.710765	59811.19989	12735.2752805
M00527	83613.78	189768.291666667	60955.6333333333	67759.4076923077	104566.842857143	131294.88125	43912.21875	38521.09375	152800.935714286	92166.9	45047.64375	105507.52	109402.91875	211830.381818182	81040.1928571429	12711.3588235294	67331.9133333333	205836.533333333	58172.3933333333	213068.966666667	43585.0764705882	48781.23125	84102.24	88656.0176470588	93692.7285714286	235705.608333333	184225.433333333	34226.9642857143	151963.885714286	111201	264785.908333333	51053.95	81833.9941176471	16922.9142857143
M00528	0	0.5	0	0.461538461538462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00529	325.507183333333	32.0740585	145.162915333333	39.9102359230769	69.0872911428571	33.8645734375	11.670135375	58.49653125	19.7539618571429	58.1249604375	36.66317675	65.1332913	97.3402709375	44.1565462727273	182.829193142857	13.6078394705882	55.5999456666667	52.2823888333333	29.4370288	28.7814619333333	33.4803764705882	2.024304375	5.21110753333333	26.5326795882353	24.5396756428571	308.91665875	304.740744166667	35.4603413571429	187.091264	47.7515942352941	136.277724583333	115.67594	22.7941028235294	1.32539857142857
M00530	769.125576666667	213.686299166667	994.1255774	352.221775538462	471.798432857143	294.0993099375	67.003683375	367.5367650625	99.567224	418.9043946875	469.33098925	338.3823863	425.830856	337.074876	873.878010214286	45.1591873529412	248.384329533333	442.764722833333	191.2274586	161.517673666667	244.868538411765	68.6103213125	45.4235348	212.190361764706	173.109271357143	1820.50025025	1032.05902616667	297.0461455	911.109402642857	304.875434058824	843.671686916667	305.642223166667	138.529427176471	8.52521578571429
M00531	4.63333333333333	1.75	4.475	14.4807692307692	13.8214285714286	4.015625	2.0625	1.5703125	2.24107142857143	4.875	5.59375	6.2875	9.9140625	4.82954545454545	4.02678571428571	1.95588235294118	2.05	6.11458333333333	4.93333333333333	2.48333333333333	5.26470588235294	1.7421875	5.89166666666667	3.25	5.49107142857143	7.0625	33.0625	4.64285714285714	6.38392857142857	3.44117647058824	8.40625	22.0208333333333	3.68382352941176	0.267857142857143
M00532	35867.838158	87006.58508075	22560.1496333333	18999.5904123077	40165.5831255714	52677.9857225625	14346.0760383125	11946.717956375	75845.2605793571	34643.219414625	14194.64825825	46385.8280992	55358.843655375	100017.921906818	35266.2834263571	4771.22262323529	22745.2706395333	114757.879692917	20072.8363966667	102326.527943133	20806.4472339412	18954.68881675	30531.1272112667	33054.6211445294	44804.7109089286	95035.1517646667	73528.6236858333	9467.49931728571	69167.0446798572	47730.7543335882	128069.366682167	15642.1822586667	34762.837576	5316.81887235714
M00533	0.0933333333333334	0.75	2.81333333333333	2.09230769230769	2.71428571428571	3.0125	1.0875	1.125	1.18571428571429	0.5	0.6625	7.28	0.6875	0.854545454545455	0.657142857142857	0.388235294117647	1.94666666666667	0.183333333333333	1.08	0.28	0.376470588235294	0.5125	1.06666666666667	0.0117647058823529	1.58571428571429	1.35	6.6	0.6	0.342857142857143	0.917647058823529	0.683333333333333	9.7	0.447058823529412	0.271428571428571
M00534	0	0	0	0	0	0	0	0.02777775	0	0	0	0	0	0	0	0	0.0296296	0	0	0	0	0	0	0	0.031746	0	0	0	0	0	0	1.48148	0	0
M00535	42423.3333333333	135988.583333333	27576.4	28515.9230769231	47693	81180.25	24118	18907.375	91475.0714285714	55850.125	24027.5	56777.1	73384.3125	128689.454545455	54774.9285714286	7786.23529411765	27381.4	129307.75	27659.3333333333	151860.2	26783.7058823529	25793	43548.6666666667	44672.1176470588	55289.5714285714	133079.916666667	90922.6666666667	14893.5	97820.4285714286	72036.2941176471	209675.333333333	19462.75	46485.8235294118	8359.92857142857
M00537	1.43333333333333	0.708333333333333	0.3	0.5	3.28571428571429	1.453125	0.421875	0.15625	0.285714285714286	0.6875	2.28125	0.225	1.421875	0.681818181818182	0.892857142857143	0.720588235294118	1.06666666666667	2.54166666666667	2.41666666666667	0.683333333333333	0.323529411764706	1.234375	4.3	1.33823529411765	3.5	0.458333333333333	8.875	1.26785714285714	1.25	1.01470588235294	2.70833333333333	1.64583333333333	0.367647058823529	0.160714285714286
M00538	0.716666666666667	0.354166666666667	0.15	0.25	1.64285714285714	0.7265625	0.2109375	0.078125	0.142857142857143	0.34375	1.140625	0.1125	0.8671875	0.340909090909091	0.446428571428571	0.360294117647059	0.533333333333333	1.27083333333333	1.20833333333333	0.341666666666667	0.161764705882353	1.0234375	2.15	0.669117647058823	1.75	0.229166666666667	4.4375	0.633928571428571	0.625	0.507352941176471	2.41666666666667	0.822916666666667	0.183823529411765	0.0803571428571429
M00539	0.075	0.0729166666666667	0.166666666666667	0.519230769230769	0.0535714285714286	0.1640625	0.0078125	0.046875	0.0357142857142857	0.1640625	0.0859375	0.225	0.59375	0.363636363636364	0.0803571428571429	0.0661764705882353	0.00833333333333333	0	0.191666666666667	0.05	0.161764705882353	0.046875	0.0916666666666667	0.0294117647058824	0.133928571428571	0.291666666666667	0.458333333333333	0.0535714285714286	0.178571428571429	0.0808823529411765	0.208333333333333	0.645833333333333	0.117647058823529	0.00892857142857143
M00540	0	0.0666666666666667	0	0.138461538461538	0	0	0	0.15	0	0	0	0	0.3375	0	0	0	0	0	0.0266666666666667	0	0	0.1125	0	0	0	0.0166666666666667	0	0	0	0	0	0.15	0	0
M00541	0	0	0	0	0	0.875	0	0	0	0	0	0	0	0	0	0	0	0.583333333333333	0	0	0	0	0	0	0	0.583333333333333	0	0	0.5	0.00840335294117647	1.17857141666667	0	0	0
M00543	0.0857142	0.08333325	0.190476	0.593406	0.0612244285714286	0.1874998125	0.0089285625	0.053571375	0.0408162857142857	0.1874998125	0.0982141875	0.2571426	0.67857075	0.415584	0.0918366428571429	0.0756301764705882	0.0095238	0	0.2190474	0.0571428	0.184873764705882	0.053571375	0.1047618	0.0336134117647059	0.153061071428571	0.29761875	0.523809	0.0612244285714286	0.204081428571429	0.0924368823529412	0.238095	0.7380945	0.134453647058824	0.0102040714285714
M00545	0.15	0.302083333333333	0.341666666666667	1.69230769230769	0.821428571428571	0.1640625	0.03125	0.40625	0.116071428571429	0.4765625	0.21875	0.3	2.140625	0.886363636363636	0.321428571428571	0.176470588235294	0.133333333333333	0	0.633333333333333	0.2	0.470588235294118	0.0703125	0.666666666666667	0.0735294117647059	0.553571428571429	0.291666666666667	1.52083333333333	0.133928571428571	0.232142857142857	1	0.625	2.30208333333333	0.183823529411765	0.0357142857142857
M00546	62.1911132	252.650063583333	268.262209466667	59.9230423076923	571.619415142857	138.3916599375	100.7375595	164.516680125	168.961900285714	171.1208204375	149.67915475	565.9134216	309.070855	72.7515026363636	153.6666955	12.3803938235294	108.462233333333	143.977781083333	31.6044379333333	82.4711013333333	117.007849823529	35.6916704375	102.026689	207.403899941176	1742.69510192857	225.850099916667	182.633290666667	138.304801071429	802.995439071429	37.784309	124.961037416667	100.494435916667	115.952970529412	3.01904771428571
M00547	0.12	0.116666666666667	0.266666666666667	0.830769230769231	0.0857142857142857	0.2625	0.0125	0.075	0.0571428571428571	0.2625	0.1375	0.36	0.95	0.581818181818182	0.128571428571429	0.105882352941176	0.0133333333333333	0	0.306666666666667	0.08	0.258823529411765	0.075	0.146666666666667	0.0470588235294118	0.214285714285714	0.416666666666667	0.733333333333333	0.0857142857142857	0.285714285714286	0.129411764705882	0.333333333333333	1.03333333333333	0.188235294117647	0.0142857142857143
M00548	0	0.347222083333333	1.2	0	0	0	0	0	0	0	0	0.6	0	0	0	0	0	0	0	0	0	0.4687498125	0	0	0.428571428571429	0	0	0.428571428571429	0	0	0	0	0	0
M00549	35590.0445412667	88606.9736839167	25142.1095246	18295.9151372308	38956.5176241429	61851.56529675	16426.138102875	14935.40602275	73301.3437962857	44665.5619099375	21316.691423375	49327.722507	52280.97515975	98491.5637504545	40157.516897	6115.26173094118	22890.5092047333	105656.874752333	26531.2243195333	112590.908711133	17793.8614208824	21977.8259411875	36407.7207906667	39627.4439866471	40965.9085498571	99394.3683839167	71925.440559	10543.4725414286	74236.9314825	52986.8006437647	138501.9672365	16474.50274575	32053.165219	4127.3687365
M00550	1439.52437293333	887.500481333333	1521.04784066667	436.263808230769	771.877699571429	1337.000204375	107.098257	174.4018261875	2305.010712	1124.2592745	70.5446603125	1104.1288735	814.4914815	3474.02723636364	217.030701285714	129.260527764706	3436.0772182	758.166956166667	1101.21946753333	1910.3527134	1016.74799582353	780.3751696875	858.1432214	1612.37017394118	2103.8581755	1443.917111	1602.38153033333	129.704143357143	1311.77601592857	1486.57216488235	137.4762475	830.821480083333	597.554778	17.1836686428571
M00551	0	0	0.8	1.75	1.21428571428571	0	0.28125	0.25	0.160714285714286	0	0	0	0.421875	0.204545454545455	0	0	0.266666666666667	0	0.3	0	0	0.140625	0.8	0	0.589285714285714	0.375	1.875	0.285714285714286	1.01785714285714	0	0	5.85416666666667	0	0
M00554	18983.4	40318.4166666667	14377.8	10316.1538461538	20134.8571428571	27872	8535.6875	8232.375	34671.7142857143	20950.625	10361.375	23429.5	23524.25	47543.6363636364	18951	2816.29411764706	15413.7333333333	43540.9166666667	14760.9333333333	50123.6	10561.4117647059	10423.0625	19750.8666666667	20114.5294117647	22302.7857142857	47459.25	36386.6666666667	6406	32901.6428571429	25240.9411764706	57818.75	9706.83333333333	15181.1764705882	2703
M00555	0.3333332	1.47222283333333	1.68888913333333	0.307692307692308	2.47619171428571	1.2083336875	0.249999875	0.81250025	0.928571857142857	0.83333375	0.083333375	1.9000009	4.7708356875	1.333334	1.00000014285714	0.333333470588235	0.0666666	0.888889166666667	1.622223	0.488888933333333	2.19607947058824	0.041666625	0.533333533333333	0.196078470588235	1.88095328571429	1.13888891666667	1.00000033333333	0.595238285714286	2.59523935714286	0.0980392352941176	0.361111083333333	0.611111166666667	4.47059041176471	0.166666642857143
M00563	8327.9472276	31841.4681585	4608.6842802	1011.460527	7040.373912	18348.0858185625	3221.7676115625	2453.4767131875	19178.409393	11946.3838869375	3176.5593234375	11671.9549947	16721.9499978125	30878.4825521818	11829.3453135	1552.91370305882	4858.1729196	47105.2228693333	5571.06962233333	34717.1208384	4771.45340994118	6379.3282953125	8465.54709	9365.40239929412	10280.846862	22955.89371075	19179.2746026667	836.0229735	21532.35942	15377.1610934118	43358.623308	1629.30392625	7730.36536747059	178.047441
M00565	40568.3066666667	81326.2666666667	30184.8066666667	44473.9307692308	51345.9	55165.45	22288.375	18470.3625	62383.9571428571	41526.7625	24245.30625	50425.3	53866.3125	103009.518181818	46325.1	6013.27058823529	34637.3333333333	88773.4833333333	27558.36	89496.86	23490.5882352941	14970.01875	43816.98	35664.8117647059	44120.8928571429	97128.55	104634.566666667	17569.1285714286	74230.7214285714	51267.6823529412	145775.891666667	32775.7	48380.1882352941	8622.16428571429
M00567	3239.52040266667	16088.7733389167	1827.77632753333	375.488082769231	3769.64737642857	7991.312858375	1169.152903625	937.1274669375	9524.96543092857	4510.501059625	1212.8282195	5302.0281056	7972.824216125	13492.4374951818	4522.35961885714	598.532009764706	2051.63030533333	21551.2604455833	2449.56601153333	13325.5410908	1933.89264552941	3351.649211125	3544.76916086667	3679.71560070588	4100.62313514286	10107.9619925	7232.78123333333	315.803515857143	8219.01351585714	5834.87258070588	18626.2745753333	706.515140916667	3178.08662294118	59.7717698571429
M00568	0.24	0.433333333333333	1.93333333333333	0.492307692307692	2.68571428571429	0.2875	0.2625	0.475	0.2	0.0625	0.15	0.64	2.9875	0.454545454545455	0.142857142857143	0.811764705882353	0.853333333333333	0.05	0.693333333333333	0.226666666666667	0.2	0.0875	0.12	0.0117647058823529	1.28571428571429	0.2	1.4	1.4	0.7	0.223529411764706	0.516666666666667	2.13333333333333	0.294117647058824	0.228571428571429
M00569	1298.46604033333	882.568743833333	886.743784	3970.85843807692	2023.04660114286	315.8749215	985.6241965	419.7705200625	1321.08267164286	256.0622439375	450.82255775	1048.0828769	603.9373510625	1508.33209436364	688.273710142857	148.548964176471	1656.73178333333	498.652715166667	237.510935	493.333047066667	621.440763470588	202.3123628125	1119.29931006667	646.117334588235	1192.284831	4712.83185283333	6852.07957033333	1005.10628835714	546.380466357143	1290.18609911765	1305.97104391667	624.291590333333	1632.06708270588	787.749230142857
M00570	62398.9508893333	161697.4032195	48631.3459292	54158.4320761538	74299.8619731429	109954.013044437	33101.807082625	26958.8515065	104584.054524929	71185.330103625	31968.861239875	73176.7333408	83065.6745585625	170269.368941727	77609.9187282143	11461.8000077059	56826.6136726	128736.553202583	41040.8915651333	168222.757416267	38123.9807441765	32285.6644385625	61303.5530744	58993.9672135882	78854.4056237143	160299.779700083	150819.391546	22437.1871317857	114306.559384571	87192.6195741176	234035.916261417	40889.5015571667	60185.0751982941	12694.2673724286
